author id,username,created_at,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,hashtags
14220770,chgohunt,2021-12-01 23:58:55+00:00,en,0,0,0,0,Twitter Web App,"Alvin Lucier, Probing Composer of Soundscapes, Is Dead at 90 https://t.co/1eUfsqfRRL", 
682633,lukasb,2021-12-01 23:57:28+00:00,en,4,0,0,0,Twitter Web App,"Saw Alvin Lucier at Mills not too many years back: an elderly man facing the audience, wires running from electrodes on his temples to contact mics on drums throughout the auditorium. He sat quietly, eyes closed, while sound erupted all around him. RIP.", 
1338047952,psychmetalfreak,2021-12-01 23:57:02+00:00,en,1,0,0,2,Twitter Web App,"Alvin Lucier, thank you for your music and ideas... RIP https://t.co/llKoUAll99", 
358933161,dpvalente,2021-12-01 23:56:18+00:00,en,0,0,1,0,Twitter for iPhone,"Sad to hear of Alvin Lucier’s passing. I Am Sitting In A Room had a profound, lasting effect on me when I first heard it years ago, and opened up my world to experimental music and the beauty/wonder of sound. https://t.co/Uy2wGjVlMX", 
2932834509,Medulasa,2021-12-01 23:53:49+00:00,en,3,0,1,0,Twitter Web App,"I suppose maybe today isn't the day that I admit that Alvin Lucier's ""I Am Sitting In A Room"" got me to recite ""I am shitting in a room"" every time I did number 2 when everyone in the house was out for at least 5 years", 
224191321,sun_color,2021-12-01 23:53:11+00:00,und,0,0,0,0,Twitter for iPhone,https://t.co/IDCxBM6kJv, 
1374735247,jandersnoyd,2021-12-01 23:48:25+00:00,en,0,0,0,0,Twitter for iPhone,"Alvin Lucier, inquisitive and innovative composer, has died at 90 : NPR https://t.co/64l7T4doJp", 
127640162,atom_cable,2021-12-01 23:47:18+00:00,en,0,0,2,0,Twitter for Android,"Damn, RIP Alvin Lucier.

""I Am Sitting In A Room"" and ""Music on a Long Thin Wire"" completely changed my understanding of what music is and what it can be. https://t.co/sUktfxiNA4", 
16042794,GuardianUS,2021-12-01 23:46:12+00:00,en,2,0,0,1,Echobox,"Alvin Lucier, American avant-garde composer, dies aged 90 https://t.co/29KPrYTEKg", 
17895820,Daily_Express,2021-12-01 23:45:00+00:00,en,2,0,1,2,TweetDeck,"Composer and experimental musician Alvin Lucier dies aged 90 as ex-wife pays tribute
https://t.co/xRYdj2vH2o https://t.co/ychzxVlIC8", 
752393796004909056,Accretions85,2021-12-01 23:44:29+00:00,en,0,0,0,0,Twitter Web App,"Alvin Lucier's Music for Gamelan Instruments, Microphones, Amplifiers an... https://t.co/1C4Ye31zF0 via @YouTube", 
170456179,johndankosky,2021-12-01 23:43:14+00:00,en,19,1,1,8,Twitter Web App,"Stop to read a story about an incredible life that intersected with, and influenced, some of the greatest experimental artists of the 20th century. A composer who nimbly balanced art and science, and helped us hear things that are all around us. RIP Alvin. https://t.co/j8mPjg1SFG", 
9986412,tadokoro,2021-12-01 23:42:49+00:00,ja,6,0,0,1,Twitter Web App,アルヴィン・ルシエ氏の訃報。2018年に来日した際のSuperDeluxeでの公演が強く印象に残ってる。RIP. https://t.co/uRpeTY2lXT, 
547294860,OhPoorPup,2021-12-01 23:40:23+00:00,en,2,0,0,1,TweetDeck,"RIP Alvin Lucier..... 😭😭😭

https://t.co/OngW3c0ApE", 
56834249,jimsteele2008,2021-12-01 23:40:14+00:00,en,0,0,0,0,Twitter Web App,"Alvin Lucier, inquisitive and innovative composer, has died at 90 https://t.co/3Mb0RZucVK", 
2470355612,reinya17,2021-12-01 23:39:59+00:00,ja,2,0,0,0,Twitter for Android,"🇺🇸の作曲家Alvin Lucierの訃報を聞きました！
90歳
いわゆる伝統的な範疇に収まる作風ではなく、電子テクノロジーを駆使した空間的な広がりを見せ一種のパフォーマンスでもありました🎵

一例として
Music for Piano with Slow Sweep Pure Wave Oscillators [1992]

https://t.co/G3K7BldZiG", 
72739708,HunterKingNOLA,2021-12-01 23:39:27+00:00,en,8,0,1,0,Twitter Web App,RIP Alvin Lucier. I regret repeatedly falling asleep in his intro to experiental music class as a Freshman with poor time management but I feel amazingly privileged to have had the opportunity even if I mostly squandered it. I still learned a lot., 
217765686,ismaelgcabral,2021-12-01 23:38:34+00:00,es,5,0,0,0,Twitter for Android,"Se ha ido Alvin Lucier (1933-2021), un compositor enorme, un creador colosal del siglo XX. Su obra estoy convencido de que no dejará de crecer nunca. La puntilla a un año demoledor para la música contemporánea. https://t.co/wdGLLHbSQx", 
1241040179495874563,News247Planet,2021-12-01 23:35:56+00:00,ca,0,0,0,0,Twitter,"Alvin Lucier, Experimental Composer, Dies at 90 - https://t.co/hLlkWFcXRy", 
