author id,username,created_at,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,hashtags
1069948565550653440,jazzlifeinfo,2021-12-08 23:59:18+00:00,ja,46,3,1,10,Twitter for iPhone,"偉大なジャズピアニスト、バリーハリスの訃報が。どうか、安らかに。

2016年に大阪で見たLiveは、一生の思い出です。

素晴らしい演奏、作品をありがとうございました。

Barry Harris, beloved jazz pianist devoted to bebop, dies at 91 : NPR https://t.co/uQlGGyY4Tt", 
1384876373697777668,harmonic_guru,2021-12-08 23:58:09+00:00,en,0,0,0,0,Twitter Web App,"The great jazz master, Barry Harris, will be greatly missed. Mr. Harris was an ongoing champion of Chris' work. And Chris would often appear as a soloist in Mr. Harris' annual concerts.  #JazzMaster #BarryHarris https://t.co/yV0kBJbi5x",BarryHarris
931748145096097792,jazz_groovy141,2021-12-08 23:57:00+00:00,ja,42,1,0,8,Twitter for iPhone,"スタンダードが多く、自分のようなジャズ初心者には嬉しかった１枚。
バド・パウエルへの思慕が色濃く滲んだピアノトリオ。かつてのバップの芳香漂う、渋くて味わい深い演奏だった。
R.I.P Barry Harris. https://t.co/NDX69EfEkQ", 
324688636,HeberPeredo,2021-12-08 23:56:43+00:00,es,0,0,0,0,Twitter for Android,"Barry Harris. Al infinito🌌

""Con la partida de Barry Harris, la música perdió a uno de los artistas que, a través de su labor como compositor, arreglista y docente, consolidaron el prestigio del jazz como un género de genuina creatividad.""

#BarryHarris

https://t.co/IxLNIhLIbp",BarryHarris
70425346,CosmeTura1991,2021-12-08 23:55:36+00:00,en,1,0,0,0,Twitter for iPhone,Barry Harris Quintet Live in NY - 7-4-3 (2003) https://t.co/zvmsTfIlP7 via @YouTube, 
188803210,mmd_nagami,2021-12-08 23:53:21+00:00,ja,5,0,0,1,Twitter for Android,"https://t.co/9O0Ozw81sG

唯一の師匠でした。感謝してもしきれないくらい多くを学びました。
寂しい。", 
624977651,emtikemi520,2021-12-08 23:51:45+00:00,eu,0,0,1,0,Twitter Web App,@yokoyamakazuaki @YouTube PianoはBarry Harris！, 
37831759,BP7XXX,2021-12-08 23:51:38+00:00,en,1,0,0,0,Twitter Web App,"Barry Harris, beloved jazz pianist devoted to bebop, dies at 91 https://t.co/MMvPgIXmxB", 
2651185189,junkoonishi,2021-12-08 23:50:13+00:00,ja,38,0,0,4,Twitter for iPhone,"皆この人のレッスンを取ったものでした。

R.I.P. Barry Harris", 
2751249597,TomChannelle,2021-12-08 23:49:53+00:00,en,3,0,0,0,Twitter Web App,"Damn rip Barry Harris, I remember his teaching going wayyyy over my head when I first started learning music ahah, but what a great player", 
1186620269114249216,minaret_records,2021-12-08 23:48:57+00:00,en,2,0,0,0,Twitter for iPhone,"Safe travels Barry Harris 

Just As Though You Were Here https://t.co/1v7hjjWMoc", 
1538262902,maketodayrock,2021-12-08 23:48:08+00:00,en,2,1,0,4,TweetDeck,"#RIP ~ Sadly #TDIM #DiedToday Dec-8-2021 Barry Harris, bebop pianist, b.1929 ~ NPR Obit

https://t.co/zzKGvsibcg",DiedToday
