author id,username,created_at,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,hashtags
1106730061435031552,KUAAnowplaying,2021-09-21 16:27:12+00:00,en,0,0,0,0,Spinitron Playlists,"Now Playing Sweetback's Theme,by Melvin Van Peebles 10:27am", 
1260687245754982402,LBisbot,2021-09-21 12:57:09+00:00,fr,0,0,0,0,"Cheap Bots, Done Quick!","'Watson et le Labyrinthe Englouti' (brucesploitation), avec Melvin Van Peebles et Lu Feng", 
47823617,812filmreviews,2021-09-21 04:59:26+00:00,en,91,0,4,1,Twitter for iPhone,"Finished writing three reviews today, and I’m about to start a fourth. Then I’m reviewing the Melvin Van Peebles box set. Then it’s off to #NYFF59!!",NYFF59
262713657,3xchair,2021-09-22 23:59:56+00:00,en,36,0,2,7,Twitter Web App,Melvin Van Peebles. God knew he would be MVP. #melvinvanpeebles https://t.co/MiT110Cgp1,melvinvanpeebles
1394763281160564736,DavidLi23390771,2021-09-22 23:59:55+00:00,en,0,0,0,0,Twitter for iPhone,"Melvin Van Peebles, Champion of New Black Cinema, Dies at 89 https://t.co/3IywpDjo4e", 
2330872261,mykiss1031,2021-09-22 23:59:54+00:00,en,0,0,0,0,IFTTT,"Melvin Van Peebles, Legendary Filmmaker and Actor, Dies at 89 https://t.co/1eMpUapIv7", 
2735532710,Wallst_Gmoney,2021-09-22 23:59:51+00:00,en,1,0,1,0,Twitter for iPhone,"Melvin Van Peebles, Godfather of Black Cinema, Dies At 89  https://t.co/7lpFAIJFCc", 
19407025,JohnGushue,2021-09-22 23:59:49+00:00,en,4,0,0,1,Twitter for iPhone,"This obituary of filmmaker Melvin Van Peebles is filled with wonderful details, like these  

https://t.co/6VZep2y2Kl https://t.co/JAPtgimpHj", 
1123325676,lepservice,2021-09-22 23:59:29+00:00,en,5,0,1,0,Twitter Web App,"Halfway through with the students of our double bill for Cinema and antifascism, I learn from a friend of the death of Melvin van Peebles. Precious few American filmmakers ever came close to SWEETBACK. Rest in power. https://t.co/pWmbt9jHQz", 
155354840,Dieter117,2021-09-22 23:59:28+00:00,nl,0,0,0,0,Twitter for iPhone,"R.I.P.  Melvin Van Peebles.
#SweetSweetbackBaadassssSong.
#AintSupposedToDieANaturalDeath https://t.co/Uq3A1upzBx",AintSupposedToDieANaturalDeath
1141354163852513280,couchdoodles,2021-09-22 23:59:26+00:00,en,36,0,0,4,Twitter for iPhone,RIP Sweetback https://t.co/GwAvSJtpob, 
19218916,GoHeadGreggg,2021-09-22 23:59:15+00:00,en,0,0,0,0,Twitter for iPhone,"Damn, Melvin Van Peebles passed away. We’re losing so much.", 
1104529887854059521,sries51760963,2021-09-22 23:58:59+00:00,en,0,0,0,0,Microsoft Power Platform,"Latest Trending : ""Melvin Van Peebles"". Click here to see this on Amazon! --&gt; https://t.co/sWdDjsHAnD", 
1412935467587227651,SylviaSGoodman4,2021-09-22 23:58:53+00:00,en,0,0,0,0,Twitter for iPhone,"Melvin Van Peebles, Godfather of Black Cinema, Dies at 89 - The Hollywood Reporter https://t.co/y0Z3uVyUvl", 
35747581,RubinSimpson,2021-09-22 23:58:51+00:00,en,0,1,0,0,Twitter Web App,"Rest Well. Melvin Van Peebles Dead: ‘Watermelon Man,’ ‘Sweet Sweetback’s Baadasssss Song’ Director Was 89 – The Hollywood Reporter https://t.co/gqSeyClR4G", 
162237835,blkcreatives,2021-09-22 23:58:48+00:00,en,84,3,4,39,Twitter Web App,"When Melvin Van Peebles self-financed Sweetback, he at first refused to submit his film for approval for ratings. It ended up receiving an X rating. He printed T-shirts that read, ‘Rated X … By an All-White Jury,’+ made it part of his marketing campaign. https://t.co/R4mJwx6dRM https://t.co/mYmoXFRXMG", 
200163448,TheAcademy,2021-09-22 23:58:42+00:00,en,98,0,3,19,Twitter Web App,"Cinema has lost an artistic giant, true revolutionary, and absolute force. Rest in peace Melvin Van Peebles.", 
1273472172,veripix,2021-09-22 23:58:28+00:00,en,2,0,0,1,Twitter for iPhone,"Melvin Van Peebles, fiercely independent filmmaker, dies at 89 - The Washington Post https://t.co/TnsvqswW6R", 
500302501,VOJay_Pgh,2021-09-22 23:58:26+00:00,en,0,0,0,0,Twitter for Android,"https://t.co/PO1Lco2vRe

Melvin Van Peebles, the groundbreaking filmmaker, playwright and musician whose work ushered in the “blaxploitation” wave of the 1970s and influenced filmmaker...", 
19977123,wfymd,2021-09-22 23:58:25+00:00,en,0,0,0,0,Twitter for iPhone,"Melvin Van Peebles, Influential Director, Actor and Writer, Dies at 89 https://t.co/gSYXQi7DN5", 
200163448,TheAcademy,2021-09-22 23:58:19+00:00,en,803,19,14,152,Twitter Web App,"""I make a film like I cook for friends. I hope they like it, but if they don't, I'm prepared to enjoy it all by myself."" 

Melvin Van Peebles, director of “Sweet Sweetback's Baadasssss Song"" and ""Watermelon Man,"" has passed away at the age of 89. https://t.co/vvPknv94gE", 
37364756,realTadiAbedje,2021-09-22 23:58:05+00:00,en,4,0,1,3,Twitter for iPhone,"Melvin Van Peebles Dead at Age 89.  
@BNCNews #BNC #BNCTV #BlackNewsChannel #MelvinVanPeebles @MarioVanPeebles #BlackActors #BlackDirectors #BreakingNews #director #actorslife @strongblacklead #Entertainment 
#BlackExcellence https://t.co/blX2imc6Rk",BlackExcellence
19571632,nelsoncarvajal,2021-09-22 23:57:57+00:00,en,1,0,0,0,Twitter Web App,"Rest In Peace to the pioneer Melvin Van Peebles

He was so cool. This pic is from one of the #CIMMFest after parties in 2013. Melvin was Baadasss in the late night scene too!! https://t.co/CeKCyWI7HI",CIMMFest
1346502675056115712,leafypage1,2021-09-22 23:57:55+00:00,en,0,0,0,0,WordPress.com,"Melvin Van Peebles, Champion of New Black Cinema, Dies at 89 https://t.co/eoyaPTrAyv", 
20405944,Pbbt,2021-09-22 23:57:54+00:00,et,1,0,0,1,Twitter for iPhone,"Melvin Van Peebles. 
🙏🏾🕊🖤", 
47410546,Grimey_D,2021-09-22 23:57:50+00:00,en,0,0,0,0,Tweetbot for iΟS,Bruh I seen RIP Melvin Van Peebles &amp; thought they was talmbout his son Mario Van Peebles … rip to him also but they almost ruined my evening 😩 https://t.co/nLhAc1dOO5, 
1373266433086480387,DailyWorldNew13,2021-09-22 23:57:44+00:00,en,0,0,0,0,WordPress.com,"Melvin Van Peebles, Pioneering Black Filmmaker, Lifeless At 89 https://t.co/598aHYWVPo", 
959052022526894081,LangstonReview,2021-09-22 23:57:35+00:00,en,4,0,1,0,Twitter Web App,Just thinking... Melvin Van Peebles was a veteran too. #Ijs,Ijs
155387585,NotoriousVOG,2021-09-22 23:57:28+00:00,en,1,1,0,1,TweetDeck,"@robotec @43rdBandit facts! He did draft the blueprint as a artist, filmmaker, actor, playwright, novelist, composer and sage and spawned a very talented family. Definition icon ― Melvin Van Peebles! https://t.co/NcmuVn483F", 
145552068,iamrachelwolf,2021-09-22 23:57:18+00:00,und,0,0,0,1,Twitter Web App,"#ripmelvinvanpeebles 
https://t.co/5TCVY6h25R",ripmelvinvanpeebles
