,author_id,username,display_name,author_desc,author_location,followers,following,tweets count,tweet date,tweet_id,tweet_lang,tweet_reply,text,retweet_count,reply_count,like_count,quote_count,in_reply_to_user_id,referenced_tweets,geo,annotations,urls,mentions,hashtags
0,1148983770302861312,eatstreetfood,Tamara Palmer,Writer/editor/publisher/DJ,San Francisco,3003,874,10357,2021-08-09 23:56:25+00:00,1424882288991555584,en,everyone,"""Kelli Hand, Detroit D.J. and Music Industry Trailblazer, Dies at 56"" by BY JOHNNY DIAZ via NYT New York Times https://t.co/7Hv8wo6EYP",0,1,11,0,,,,"[{'start': 45, 'end': 54, 'probability': 0.34, 'type': 'Person', 'normalized_text': 'Kelli Hand'}, {'start': 58, 'end': 69, 'probability': 0.9863000000000001, 'type': 'Person', 'normalized_text': 'Paul Johnson'}, {'start': 77, 'end': 88, 'probability': 0.5421, 'type': 'Organization', 'normalized_text': 'URB Magazine'}, {'start': 216, 'end': 222, 'probability': 0.9896, 'type': 'Place', 'normalized_text': 'Detroit'}, {'start': 228, 'end': 234, 'probability': 0.9458000000000001, 'type': 'Place', 'normalized_text': 'Chicago'}]",,,
1,1040080514,drgauravluthra,Dr Gaurav Luthra,"ISurgeon @DrishtiEyeInst I Chair Academics, IIRSI | Love 🎾 🎵 ✈️ 📷 | Healthcare | India | World Affairs","Dehradun, India",1202,876,4823,2021-08-09 23:55:56+00:00,1424882167096688640,en,everyone,"""Kelli Hand, Detroit D.J. and Music Industry Trailblazer, Dies at 56"" by Johnny Diaz via NYT https://t.co/78VopS64tS",0,0,4,0,,,,"[{'start': 0, 'end': 5, 'probability': 0.451, 'type': 'Place', 'normalized_text': 'Centre'}, {'start': 53, 'end': 53, 'probability': 0.7062, 'type': 'Place', 'normalized_text': 'U'}, {'start': 62, 'end': 71, 'probability': 0.3835, 'type': 'Place', 'normalized_text': 'Doon-Delhi'}, {'start': 119, 'end': 129, 'probability': 0.7451, 'type': 'Place', 'normalized_text': 'Uttarakhand'}]","[{'start': 133, 'end': 156, 'url': 'https://t.co/5MfX7oKKVY', 'expanded_url': 'https://timesofindia.indiatimes.com/city/dehradun/centre-approves-rs-615-crore-for-42-road-projects-in-ukhand-doon-delhi-elevated-road-project-to-start-soon/articleshow/85110375.cms', 'display_url': 'timesofindia.indiatimes.com/city/dehradun/…'}]",,
2,2416885579,drgauravluthra,Dr Gaurav Luthra,"ISurgeon @DrishtiEyeInst I Chair Academics, IIRSI | Love 🎾 🎵 ✈️ 📷 | Healthcare | India | World Affairs","Dehradun, India",1202,876,4823,2021-08-04 04:52:04+00:00,1422782364183371776,en,everyone,RisingNepal: Home Minster Khand and Chief Minister Raut meet - https://t.co/GvugrfMUKg,0,0,4,0,,,,"[{'start': 0, 'end': 5, 'probability': 0.451, 'type': 'Place', 'normalized_text': 'Centre'}, {'start': 53, 'end': 53, 'probability': 0.7062, 'type': 'Place', 'normalized_text': 'U'}, {'start': 62, 'end': 71, 'probability': 0.3835, 'type': 'Place', 'normalized_text': 'Doon-Delhi'}, {'start': 119, 'end': 129, 'probability': 0.7451, 'type': 'Place', 'normalized_text': 'Uttarakhand'}]","[{'start': 133, 'end': 156, 'url': 'https://t.co/5MfX7oKKVY', 'expanded_url': 'https://timesofindia.indiatimes.com/city/dehradun/centre-approves-rs-615-crore-for-42-road-projects-in-ukhand-doon-delhi-elevated-road-project-to-start-soon/articleshow/85110375.cms', 'display_url': 'timesofindia.indiatimes.com/city/dehradun/…'}]",,
3,24984509,NatxSoul,$oulo the Virgo ♍️,your local hood angel 👼🏾 | music makes me lose control | RIP Malcolm,Earth ,1454,509,110606,2021-08-09 23:51:24+00:00,1424881028381003776,en,everyone,"""Kelli Hand, Detroit D.J. and Music Industry Trailblazer, Dies at 56"" by Johnny Diaz via NYT https://t.co/WD7SXlPA2h",0,0,0,0,,,,,,,
4,264501891,Charley58115169,MrCharley,#BlackHistory #News @BLM #Birthdays #ADOS,,627,2377,107394,2021-08-04 04:39:07+00:00,1422779106664456192,en,everyone,"...r.i.p  K-HAND....

『You And Me』from the album 『SOUL』(1997)

https://t.co/jEQ5E4184q",0,0,1,0,,,,"[{'start': 25, 'end': 34, 'probability': 0.4848, 'type': 'Other', 'normalized_text': 'Kelli Hand'}, {'start': 62, 'end': 67, 'probability': 0.639, 'type': 'Person', 'normalized_text': 'K-Hand'}]","[{'start': 90, 'end': 113, 'url': 'https://t.co/SFBKr8Rif4', 'expanded_url': 'https://share.smartnews.com/pEZz4', 'display_url': 'share.smartnews.com/pEZz4', 'status': 200, 'unwound_url': 'https://www.theguardian.com/music/2021/aug/04/kelli-hand-aka-dance-music-producer-k-hand-dies-aged-56'}, {'start': 148, 'end': 171, 'url': 'https://t.co/VlIzkL0n1E', 'expanded_url': 'https://share.smartnews.com/Dd7Db', 'display_url': 'share.smartnews.com/Dd7Db'}]",,
5,807095,TopStoryy,Top Story,Top Story is a leading English Newspaper of Delhi-NCR and Uttar Pradesh.,"New Delhi, India",44,287,26846,2021-08-09 23:40:02+00:00,1424878167408447488,en,everyone,"Kelli Hand, a longtime DJ known as K-Hand who was named the ""first lady of Detroit"" for her contributions to the techno music scene, was found dead on Aug. 3 at her home in Detroit. She was 56. https://t.co/kVoRBUfyXZ",12,1,31,3,,,,,"[{'start': 60, 'end': 83, 'url': 'https://t.co/F4yJ0y4ASw', 'expanded_url': 'https://www.topstory.online/naye-khand-shiksha-adhikari-ka-prathmik-shikshak-sangh-ne-kiya-swagat/', 'display_url': 'topstory.online/naye-khand-shi…'}]",,
6,1206917750527913984,TopStoryy,Top Story,Top Story is a leading English Newspaper of Delhi-NCR and Uttar Pradesh.,"New Delhi, India",44,287,26846,2021-08-04 04:27:20+00:00,1422776139668361216,in,everyone,"@choiyewohn sUkEtA kHaNd nNyIe,,😭",12,1,31,3,323366732.0,"[{'type': 'replied_to', 'id': '1422771785028628480'}]",,,"[{'start': 60, 'end': 83, 'url': 'https://t.co/F4yJ0y4ASw', 'expanded_url': 'https://www.topstory.online/naye-khand-shiksha-adhikari-ka-prathmik-shikshak-sangh-ne-kiya-swagat/', 'display_url': 'topstory.online/naye-khand-shi…'}]",,
7,1385650235129610240,mygabx,Gab,,,23,6,198481,2021-08-09 23:36:24+00:00,1424877251028561920,en,everyone,"""Kelli Hand, Detroit D.J. and Music Industry Trailblazer, Dies at 56"" by BY JOHNNY DIAZ via NYT https://t.co/pY0pMisnQu",0,0,2,0,,,,"[{'start': 0, 'end': 6, 'probability': 0.3906, 'type': 'Place', 'normalized_text': 'Detroit'}, {'start': 11, 'end': 15, 'probability': 0.6532, 'type': 'Person', 'normalized_text': 'Kelli'}]","[{'start': 56, 'end': 79, 'url': 'https://t.co/JD37BD6E9U', 'expanded_url': 'https://www.wikio.org/ne/wiki/detroit-dj-kelli-hand-passed-away-how-did-k-hand-died-600713?utm_source=dlvr.it&utm_medium=twitter', 'display_url': 'wikio.org/ne/wiki/detroi…'}]",,
8,316919576,mygabx,Gab,,,23,6,198481,2021-08-04 04:07:28+00:00,1422771141907652608,ro,everyone,HS (Haemorrhagic septicaemia) VACCINATION DONE IN GOASHRAY STHAL BHAMROLA VIKASH KHAND KHAIR ALIGARHbhamrola https://t.co/LeCBl7OTfJ,0,0,2,0,,,"{'full_name': 'Khair, India', 'id': '1640596a4d56356d'}","[{'start': 0, 'end': 6, 'probability': 0.3906, 'type': 'Place', 'normalized_text': 'Detroit'}, {'start': 11, 'end': 15, 'probability': 0.6532, 'type': 'Person', 'normalized_text': 'Kelli'}]","[{'start': 56, 'end': 79, 'url': 'https://t.co/JD37BD6E9U', 'expanded_url': 'https://www.wikio.org/ne/wiki/detroit-dj-kelli-hand-passed-away-how-did-k-hand-died-600713?utm_source=dlvr.it&utm_medium=twitter', 'display_url': 'wikio.org/ne/wiki/detroi…'}]",,
9,976047137652903936,audiotecna,Audiotecna,"Distribuidor de Dubreq, Ableton, Ortofon, Teenage Engineering, Koma Elektronik, Push Turn Move, Livid Instruments y Moog Music en Colombia. WA 3142282777",Bogotá,908,1873,5350,2021-08-04 03:55:17+00:00,1422768077041586176,en,everyone,"@UPGovt Hamare vikash khand CHILKAHAR me vaccinations slow hai 
BALLIA UP",0,0,0,0,2588841246.0,"[{'type': 'replied_to', 'id': '1422761375856615426', 'entities': {'urls': [{'start': 150, 'end': 173, 'url': 'https://t.co/3ZFlV29dX6', 'expanded_url': 'https://twitter.com/UPGovt/status/1422761375856615426/photo/1', 'display_url': 'pic.twitter.com/3ZFlV29dX6'}]}, 'reply_settings': 'everyone', 'lang': 'hi', 'text': 'वैक्सीनेशन में उत्तर प्रदेश ने बनाया नया रिकॉर्ड \n\nएक दिन में दी गईं वैक्सीन की 27.35 लाख डोज\n\n05 करोड़ से अधिक डोज देकर उत्तर प्रदेश, देश में अग्रणी https://t.co/3ZFlV29dX6', 'author_id': '2588841246', 'created_at': '2021-08-04T03:28:40.000Z', 'public_metrics': {'retweet_count': 115, 'reply_count': 37, 'like_count': 640, 'quote_count': 6}}]",,"[{'start': 52, 'end': 61, 'probability': 0.719, 'type': 'Person', 'normalized_text': 'Kelli Hand'}, {'start': 110, 'end': 134, 'probability': 0.8865000000000001, 'type': 'Other', 'normalized_text': 'The First Lady of Detroit'}, {'start': 158, 'end': 165, 'probability': 0.6225, 'type': 'Person', 'normalized_text': 'Acacia'}, {'start': 168, 'end': 179, 'probability': 0.9819, 'type': 'Person', 'normalized_text': 'Paul Johnson'}, {'start': 213, 'end': 224, 'probability': 0.742, 'type': 'Other', 'normalized_text': 'Get Get Down'}]","[{'start': 259, 'end': 282, 'url': 'https://t.co/2cmBHpKwq6', 'expanded_url': 'https://twitter.com/sarrawild/status/1423020813909995524', 'display_url': 'twitter.com/sarrawild/stat…'}]",,
10,1280062151898488832,PunitaS44575106,Punita Sharma,"Animal rights activist, Rescuer , Feeder and Vegan. 
I am only for Animals
Ojuswani foundation chairperson ...a Non profit Organization. ( Humans and Animals).",,604,655,3932,2021-08-09 23:22:45+00:00,1424873817701240832,en,everyone,"Kelli Hand, Detroit D.J. and Music Industry Trailblazer, Dies at 56 https://t.co/hYqhUOpBaE",2,0,5,0,,,,"[{'start': 21, 'end': 35, 'probability': 0.5583, 'type': 'Place', 'normalized_text': 'Rohtas Plumeria'}, {'start': 61, 'end': 71, 'probability': 0.7955, 'type': 'Place', 'normalized_text': 'Gomti Nagar'}, {'start': 73, 'end': 79, 'probability': 0.621, 'type': 'Place', 'normalized_text': 'Lucknow'}, {'start': 141, 'end': 153, 'probability': 0.7052, 'type': 'Place', 'normalized_text': 'Gaumati Nagar'}]",,"[{'start': 192, 'end': 205, 'username': 'narendramodi', 'id': '18839785'}, {'start': 206, 'end': 214, 'username': 'PRupala', 'id': '124684990'}, {'start': 215, 'end': 231, 'username': 'Manekagandhibjp', 'id': '2766064128'}, {'start': 232, 'end': 243, 'username': 'ravishndtv', 'id': '47595335'}, {'start': 244, 'end': 259, 'username': 'TheJohnAbraham', 'id': '947192262'}, {'start': 260, 'end': 274, 'username': 'ACPgomtinagar', 'id': '1268831399638962176'}]",
11,135590376,PunitaS44575106,Punita Sharma,"Animal rights activist, Rescuer , Feeder and Vegan. 
I am only for Animals
Ojuswani foundation chairperson ...a Non profit Organization. ( Humans and Animals).",,604,655,3932,2021-08-04 03:37:49+00:00,1422763678386982912,en,everyone,"U'khand: BJP national president JP Nadda to visit Uttarakhand for two days in the last week of August 2021, said state party functionaries. Nadda will take stock of preparations for upcoming state assembly elections next year! @NewIndianXpress @TheMornStandard",2,0,5,0,,,,"[{'start': 21, 'end': 35, 'probability': 0.5583, 'type': 'Place', 'normalized_text': 'Rohtas Plumeria'}, {'start': 61, 'end': 71, 'probability': 0.7955, 'type': 'Place', 'normalized_text': 'Gomti Nagar'}, {'start': 73, 'end': 79, 'probability': 0.621, 'type': 'Place', 'normalized_text': 'Lucknow'}, {'start': 141, 'end': 153, 'probability': 0.7052, 'type': 'Place', 'normalized_text': 'Gaumati Nagar'}]",,"[{'start': 192, 'end': 205, 'username': 'narendramodi', 'id': '18839785'}, {'start': 206, 'end': 214, 'username': 'PRupala', 'id': '124684990'}, {'start': 215, 'end': 231, 'username': 'Manekagandhibjp', 'id': '2766064128'}, {'start': 232, 'end': 243, 'username': 'ravishndtv', 'id': '47595335'}, {'start': 244, 'end': 259, 'username': 'TheJohnAbraham', 'id': '947192262'}, {'start': 260, 'end': 274, 'username': 'ACPgomtinagar', 'id': '1268831399638962176'}]",
12,22859097,Faycebuk,SALT CITY ORCHESTRA,SALT CITY ORCHESTRA no DM,,5791,1804,59142,2021-08-09 18:53:51+00:00,1424806146041286656,en,everyone,"New 🎵! New #SkipOrBop!

Ms Diana Ross x Eric Kupper
Jorja Smith x GuiltyBeatz
Flight Facilities x Drama
Lion Babe x Oshun
The Weeknd
Evan Giia
Palmistry
Ekoboy

and we pay tribute to Paul Johnson and Kelli Hand 🙏

https://t.co/fUsDy133db",0,0,0,0,,,,"[{'start': 40, 'end': 51, 'probability': 0.9925, 'type': 'Person', 'normalized_text': 'Paul Johnson'}, {'start': 57, 'end': 62, 'probability': 0.5512, 'type': 'Person', 'normalized_text': 'K Hand'}]","[{'start': 107, 'end': 130, 'url': 'https://t.co/DRVuKeEMcT', 'expanded_url': 'https://twitter.com/petefowlerart/status/1423238024410828805', 'display_url': 'twitter.com/petefowlerart/…'}]",,
13,1370336007153807360,Faycebuk,SALT CITY ORCHESTRA,SALT CITY ORCHESTRA no DM,,5791,1804,59142,2021-08-04 03:23:22+00:00,1422760043414425600,en,everyone,"In a first for her tribe, girl passes matric exam in J’khand’s Hazaribagh https://t.co/Q8yjtUDHNO",0,0,0,0,,,,"[{'start': 40, 'end': 51, 'probability': 0.9925, 'type': 'Person', 'normalized_text': 'Paul Johnson'}, {'start': 57, 'end': 62, 'probability': 0.5512, 'type': 'Person', 'normalized_text': 'K Hand'}]","[{'start': 107, 'end': 130, 'url': 'https://t.co/DRVuKeEMcT', 'expanded_url': 'https://twitter.com/petefowlerart/status/1423238024410828805', 'display_url': 'twitter.com/petefowlerart/…'}]",,
14,783388088,kaoruchy,*kaoru,"若作りが得意のコスメ好き💖お洒落も好き💖音楽も好き💖HR/HM,PUNK, SKA,EDM,EUROBEAT,Hi-NRG,R&B, CLASSIC等々、洋楽邦楽共に好き💖アイコンは@Skankin_monkey(サイトウさん) さん作🥰",おもしろ半島ちば,1249,2154,662966,2021-08-09 17:18:21+00:00,1424782114772471808,en,everyone,see you tomorrow Tuesday August 10 at midnight CET to pay homage to KELLI HAND during a 2 hour set made only with these productions on my twich channel https://t.co/Eb9yvpWiH8 https://t.co/1ToVbjfpqm,5,0,9,1,,,,,"[{'start': 77, 'end': 100, 'url': 'https://t.co/esxZPtSfcd', 'expanded_url': 'https://thevinylfactory.com/news/detroit-house-and-techno-legend-kelli-hand-aka-k-hand-has-died/amp/', 'display_url': 'thevinylfactory.com/news/detroit-h…'}]",,
15,30846824,kaoruchy,*kaoru,"若作りが得意のコスメ好き💖お洒落も好き💖音楽も好き💖HR/HM,PUNK, SKA,EDM,EUROBEAT,Hi-NRG,R&B, CLASSIC等々、洋楽邦楽共に好き💖アイコンは@Skankin_monkey(サイトウさん) さん作🥰",おもしろ半島ちば,1249,2154,662966,2021-08-04 02:50:17+00:00,1422751719117574144,en,everyone,India’s 1st quake warning system ready for launch in U’khand today https://t.co/BQjnSv8jOq,5,0,9,1,,,,,"[{'start': 77, 'end': 100, 'url': 'https://t.co/esxZPtSfcd', 'expanded_url': 'https://thevinylfactory.com/news/detroit-house-and-techno-legend-kelli-hand-aka-k-hand-has-died/amp/', 'display_url': 'thevinylfactory.com/news/detroit-h…'}]",,
16,722105175729704960,HindustanTimes,Hindustan Times,One of India's largest media companies. Latest news from around the world. Retweets are not endorsements.,"New Delhi, India",69726,17,531037,2021-08-09 14:08:05+00:00,1424734228516798464,en,everyone,"It’s not like you to have nothing to say, Derrick! Why two of the so-called Belleville Three had no comment to make last week on the death of Kelli Hand at the age of 56 – and one person who should have just kept their mouth shut https://t.co/1NpQzEYWZm",0,0,0,0,,,,"[{'start': 0, 'end': 6, 'probability': 0.5253, 'type': 'Person', 'normalized_text': 'J’khand'}]","[{'start': 90, 'end': 113, 'url': 'https://t.co/LznRMcDk73', 'expanded_url': 'https://www.hindustantimes.com/cities/ranchi-news/jkhands-new-employment-policy-chorus-to-expand-list-of-regional-languages-grows-louder-101628353265964.html', 'display_url': 'hindustantimes.com/cities/ranchi-…'}]",,
17,717692852,HindustanTimes,Hindustan Times,One of India's largest media companies. Latest news from around the world. Retweets are not endorsements.,"New Delhi, India",69726,17,531037,2021-08-04 02:41:23+00:00,1422749479430721536,en,everyone,@tommiesunshine I was there in back-in-the-day Detroit on the come up. It was rare to NOT see K-Hand on the label of a techno/house platter you wanted to cop. Now I really miss going to the old Buy Rite wrecka stow. Rest in power. 🌹 #RIP #KHand,0,0,0,0,20576735.0,"[{'type': 'replied_to', 'id': '1422736953456353288', 'entities': {'urls': [{'start': 292, 'end': 315, 'url': 'https://t.co/U7ms7tGcVB', 'expanded_url': 'https://twitter.com/tommiesunshine/status/1422736953456353288/photo/1', 'display_url': 'pic.twitter.com/U7ms7tGcVB'}, {'start': 292, 'end': 315, 'url': 'https://t.co/U7ms7tGcVB', 'expanded_url': 'https://twitter.com/tommiesunshine/status/1422736953456353288/photo/1', 'display_url': 'pic.twitter.com/U7ms7tGcVB'}, {'start': 292, 'end': 315, 'url': 'https://t.co/U7ms7tGcVB', 'expanded_url': 'https://twitter.com/tommiesunshine/status/1422736953456353288/photo/1', 'display_url': 'pic.twitter.com/U7ms7tGcVB'}], 'annotations': [{'start': 0, 'end': 5, 'probability': 0.63, 'type': 'Person', 'normalized_text': 'K-Hand'}, {'start': 103, 'end': 127, 'probability': 0.41190000000000004, 'type': 'Place', 'normalized_text': 'Satellite Records Atlanta'}, {'start': 221, 'end': 227, 'probability': 0.8082, 'type': 'Place', 'normalized_text': 'Detroit'}]}, 'reply_settings': 'everyone', 'lang': 'en', 'text': 'K-Hand was the 1st female House/Techno producer I ever heard of. she was sweet &amp; spent lots of time in Satellite Records Atlanta when I ran that in the 90’s. wicked producer &amp; great DJ; she passed away &amp; may her glorious Detroit legacy live on as she traverses The Great Beyond.💫 https://t.co/U7ms7tGcVB', 'author_id': '20576735', 'created_at': '2021-08-04T01:51:37.000Z', 'public_metrics': {'retweet_count': 48, 'reply_count': 4, 'like_count': 164, 'quote_count': 3}}]",,"[{'start': 0, 'end': 6, 'probability': 0.5253, 'type': 'Person', 'normalized_text': 'J’khand'}]","[{'start': 90, 'end': 113, 'url': 'https://t.co/LznRMcDk73', 'expanded_url': 'https://www.hindustantimes.com/cities/ranchi-news/jkhands-new-employment-policy-chorus-to-expand-list-of-regional-languages-grows-louder-101628353265964.html', 'display_url': 'hindustantimes.com/cities/ranchi-…'}]",,
18,178600476,kmakra,熊倉隆敏,基本は駄話。下品な発言も多いので、そういうのに眉を顰める向きはフォローされない方が宜しいかと。此処での現在進行中の仕事内容に関する質問、要望等は御遠慮下さいませ。名前や自己紹介や呟きに日本語らしい物が無い方、商用や勧誘目的のみと思われる方はブロックさせて戴きます。(2009-05-07),東京都,6328,937,183493,2021-08-09 08:50:50+00:00,1424654390070169600,en,everyone,"This week on Bottom of  the Pops - Nuggets of Spotify we have  Kelli Hand,  Paul Johnson, The Ramones, Discharge, Chubby Checker, Hendrix &amp; more surprises

https://t.co/dTWgk6v8GS https://t.co/noeKAqVd4S",0,0,0,0,,,,"[{'start': 0, 'end': 8, 'probability': 0.9464, 'type': 'Person', 'normalized_text': 'ポール・ジョンソン'}]","[{'start': 69, 'end': 92, 'url': 'https://t.co/v2kZOmlw1T', 'expanded_url': 'https://www.theguardian.com/music/2021/aug/04/kelli-hand-aka-dance-music-producer-k-hand-dies-aged-56', 'display_url': 'theguardian.com/music/2021/aug…'}, {'start': 94, 'end': 117, 'url': 'https://t.co/b00yrMM2Ak', 'expanded_url': 'http://www.ele-king.net/news/rip/008286/', 'display_url': 'ele-king.net/news/rip/00828…'}]",,
19,1005357964822269952,DJDayslayer,DJ Dayslayer,"Expressing my love of house music, soul music, dance music, world music. Any music that feeds the soul! Follow us @amp_collective booking@theampcollective.com","Los Angeles, CA",536,908,4355,2021-08-04 12:54:32+00:00,1422903780639707136,en,everyone,"Very sad news
https://t.co/0hfeaxdUuF",0,1,1,0,,,,"[{'start': 110, 'end': 119, 'probability': 0.2243, 'type': 'Person', 'normalized_text': 'Kelli Hand'}, {'start': 133, 'end': 144, 'probability': 0.9695, 'type': 'Person', 'normalized_text': 'Paul Johnson'}]","[{'start': 202, 'end': 225, 'url': 'https://t.co/X2T79ubcJr', 'expanded_url': 'https://www.instagram.com/p/CSLSR2wnWHn/?utm_medium=twitter', 'display_url': 'instagram.com/p/CSLSR2wnWHn/…'}]",,"[{'start': 0, 'end': 18, 'tag': 'housemusicculture'}, {'start': 25, 'end': 38, 'tag': 'danceculture'}, {'start': 105, 'end': 107, 'tag': 'K'}, {'start': 150, 'end': 158, 'tag': 'detroit'}, {'start': 159, 'end': 166, 'tag': 'techno'}, {'start': 167, 'end': 175, 'tag': 'chicago'}, {'start': 176, 'end': 182, 'tag': 'house'}]"
20,1391533340,DJDayslayer,DJ Dayslayer,"Expressing my love of house music, soul music, dance music, world music. Any music that feeds the soul! Follow us @amp_collective booking@theampcollective.com","Los Angeles, CA",536,908,4355,2021-08-04 02:23:42+00:00,1422745026480640000,en,everyone,Music truly is the hardest path. Rest in Power KHand thanks for the magic https://t.co/X7dQPS82KG,0,1,1,0,,,,"[{'start': 110, 'end': 119, 'probability': 0.2243, 'type': 'Person', 'normalized_text': 'Kelli Hand'}, {'start': 133, 'end': 144, 'probability': 0.9695, 'type': 'Person', 'normalized_text': 'Paul Johnson'}]","[{'start': 202, 'end': 225, 'url': 'https://t.co/X2T79ubcJr', 'expanded_url': 'https://www.instagram.com/p/CSLSR2wnWHn/?utm_medium=twitter', 'display_url': 'instagram.com/p/CSLSR2wnWHn/…'}]",,"[{'start': 0, 'end': 18, 'tag': 'housemusicculture'}, {'start': 25, 'end': 38, 'tag': 'danceculture'}, {'start': 105, 'end': 107, 'tag': 'K'}, {'start': 150, 'end': 158, 'tag': 'detroit'}, {'start': 159, 'end': 166, 'tag': 'techno'}, {'start': 167, 'end': 175, 'tag': 'chicago'}, {'start': 176, 'end': 182, 'tag': 'house'}]"
21,748106419,arora_dileep,VIJAYAI BHAV,Art of Living VTP Graduate....NAMO admirer Ex Chowkidar.. Aggrevied Homebuyer.RTs are not endorsements,,107,849,10510,2021-08-04 02:16:37+00:00,1422743245071831040,en,everyone,Yoooooo RIP KHand wtf???!!!,0,0,0,0,,,,"[{'start': 99, 'end': 152, 'probability': 0.27440000000000003, 'type': 'Place', 'normalized_text': 'Panchsheel Apartments Vikalp Khand Gomti Nagar Lucknow'}]","[{'start': 266, 'end': 289, 'url': 'https://t.co/tnYC6OrRCu', 'expanded_url': 'https://twitter.com/arora_dileep/status/1424039202467979264/video/1', 'display_url': 'pic.twitter.com/tnYC6OrRCu'}]","[{'start': 0, 'end': 15, 'username': 'GopalJi_Tandon', 'id': '2960958752'}, {'start': 16, 'end': 32, 'username': 'LkoDevAuthority', 'id': '4123790654'}, {'start': 33, 'end': 44, 'username': 'CMOfficeUP', 'id': '2587240482'}]",
22,263082263,dan__march,ð𝓪𝞰 mᴬɾᴄ𝓱,Explorer of super deep holes.,"Compound Fracture, Honduras",1534,399,19547,2021-08-04 12:37:24+00:00,1422899471222919168,ja,everyone,ベタだけど大好き。合掌 K.Hand - Project 5 Ep (Untitled A1) https://t.co/GyMZe0UkGr,0,0,0,0,,,,,"[{'start': 118, 'end': 141, 'url': 'https://t.co/nl2AF8EbPB', 'expanded_url': 'https://youtu.be/lDVS0wP5qW0', 'display_url': 'youtu.be/lDVS0wP5qW0'}]","[{'start': 0, 'end': 14, 'username': 'farfromthesun', 'id': '2332360675'}]",
23,253530197,dan__march,ð𝓪𝞰 mᴬɾᴄ𝓱,Explorer of super deep holes.,"Compound Fracture, Honduras",1534,399,19547,2021-08-04 02:08:23+00:00,1422741174712942592,und,everyone,@tommiesunshine @alicia262girl 💔🙏🏾🎶 #RIP #khand,0,0,0,0,20576735.0,"[{'type': 'replied_to', 'id': '1422736953456353288', 'entities': {'urls': [{'start': 292, 'end': 315, 'url': 'https://t.co/U7ms7tGcVB', 'expanded_url': 'https://twitter.com/tommiesunshine/status/1422736953456353288/photo/1', 'display_url': 'pic.twitter.com/U7ms7tGcVB'}, {'start': 292, 'end': 315, 'url': 'https://t.co/U7ms7tGcVB', 'expanded_url': 'https://twitter.com/tommiesunshine/status/1422736953456353288/photo/1', 'display_url': 'pic.twitter.com/U7ms7tGcVB'}, {'start': 292, 'end': 315, 'url': 'https://t.co/U7ms7tGcVB', 'expanded_url': 'https://twitter.com/tommiesunshine/status/1422736953456353288/photo/1', 'display_url': 'pic.twitter.com/U7ms7tGcVB'}], 'annotations': [{'start': 0, 'end': 5, 'probability': 0.63, 'type': 'Person', 'normalized_text': 'K-Hand'}, {'start': 103, 'end': 127, 'probability': 0.41190000000000004, 'type': 'Place', 'normalized_text': 'Satellite Records Atlanta'}, {'start': 221, 'end': 227, 'probability': 0.8082, 'type': 'Place', 'normalized_text': 'Detroit'}]}, 'reply_settings': 'everyone', 'lang': 'en', 'text': 'K-Hand was the 1st female House/Techno producer I ever heard of. she was sweet &amp; spent lots of time in Satellite Records Atlanta when I ran that in the 90’s. wicked producer &amp; great DJ; she passed away &amp; may her glorious Detroit legacy live on as she traverses The Great Beyond.💫 https://t.co/U7ms7tGcVB', 'author_id': '20576735', 'created_at': '2021-08-04T01:51:37.000Z', 'public_metrics': {'retweet_count': 48, 'reply_count': 4, 'like_count': 164, 'quote_count': 3}}]","{'full_name': 'Detroit, MI', 'id': 'b463d3bd6064861b'}",,"[{'start': 118, 'end': 141, 'url': 'https://t.co/nl2AF8EbPB', 'expanded_url': 'https://youtu.be/lDVS0wP5qW0', 'display_url': 'youtu.be/lDVS0wP5qW0'}]","[{'start': 0, 'end': 14, 'username': 'farfromthesun', 'id': '2332360675'}]",
24,806886401912340480,JoeMatFan,"""BIRD'S EAR VIEW""","KarenFromPhilly. Writer for MixClub & The Parent Trip on Vault Radio. Writer/Host of the Progressive House Music Show ""Bird's Ear View"" at https://t.co/siqVhNlN0X",Philadelphia USA,1085,825,56678,2021-08-04 12:31:33+00:00,1422897999840104448,en,everyone,"K-Hand, the Detroit house and techno legend, has died https://t.co/OBt7ftrZgU https://t.co/2A7RZcYskC",0,0,0,0,,,,"[{'start': 103, 'end': 107, 'probability': 0.9054000000000001, 'type': 'Person', 'normalized_text': 'Kelli'}, {'start': 118, 'end': 123, 'probability': 0.6728000000000001, 'type': 'Person', 'normalized_text': 'K-Hand'}, {'start': 130, 'end': 154, 'probability': 0.8787, 'type': 'Other', 'normalized_text': 'The First Lady of Detroit'}]",,"[{'start': 3, 'end': 13, 'username': 'MekTechno', 'id': '1286963450854273024'}]",
